entity_id,state,last_changed
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:34:55.466Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:35:06.678Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:35:17.982Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:35:29.148Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:35:40.321Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:35:51.519Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:36:25.236Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:36:48.908Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:37:00.085Z
sensor.xiao_sensor_xiao_12d7dc_battery,95.4,2026-07-29T02:37:11.254Z
sensor.xiao_sensor_xiao_12d7dc_battery,93.75,2026-07-29T02:37:22.521Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:37:34.693Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:38:08.270Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:38:19.551Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:38:30.823Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:38:41.999Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:39:28.257Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:39:41.887Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:39:53.032Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:40:04.246Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:40:26.571Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:40:38.053Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:43:52.496Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:44:04.062Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:44:15.542Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.0,2026-07-29T02:44:29.401Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:44:41.599Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:45:26.400Z
